datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,hour,month,weekday,day,year,part_of_day
2011-01-02 03:00:00,1,0,0,2,18.86,22.725,94,12.998,2.0,4.0,6,3,1,6,2,2011,morning
2011-01-02 04:00:00,1,0,0,2,18.86,22.725,94,12.998,2.0,1.0,3,4,1,6,2,2011,morning
2011-01-02 06:00:00,1,0,0,3,17.22,21.21,77,19.9995,0.0,2.0,2,6,1,6,2,2011,morning
2011-01-02 07:00:00,1,0,0,2,16.4,20.455,76,12.998,0.0,1.0,1,7,1,6,2,2011,morning
2011-01-02 08:00:00,1,0,0,3,16.4,20.455,71,15.0013,0.0,8.0,8,8,1,6,2,2011,morning
2011-01-02 09:00:00,1,0,0,2,15.58,19.695,76,15.0013,1.0,19.0,20,9,1,6,2,2011,morning
2011-01-02 10:00:00,1,0,0,2,14.76,17.425,81,15.0013,7.0,46.0,53,10,1,6,2,2011,morning
2011-01-02 11:00:00,1,0,0,2,14.76,16.665,71,16.9979,16.0,54.0,70,11,1,6,2,2011,morning
2011-01-02 12:00:00,1,0,0,2,14.76,16.665,66,19.9995,20.0,73.0,93,12,1,6,2,2011,morning
2011-01-02 13:00:00,1,0,0,2,14.76,17.425,66,8.9981,11.0,64.0,75,13,1,6,2,2011,afternoon
2011-01-02 14:00:00,1,0,0,3,14.76,17.425,76,12.998,4.0,55.0,59,14,1,6,2,2011,afternoon
2011-01-02 15:00:00,1,0,0,3,13.94,16.665,81,11.0014,19.0,55.0,74,15,1,6,2,2011,afternoon
2011-01-02 16:00:00,1,0,0,3,13.94,16.665,71,11.0014,9.0,67.0,76,16,1,6,2,2011,afternoon
2011-01-02 17:00:00,1,0,0,1,13.94,16.665,57,12.998,7.0,58.0,65,17,1,6,2,2011,afternoon
2011-01-02 18:00:00,1,0,0,2,14.76,16.665,46,22.0028,10.0,43.0,53,18,1,6,2,2011,evening
2011-01-02 19:00:00,1,0,0,1,13.12,14.395,42,30.0026,1.0,29.0,30,19,1,6,2,2011,evening
2011-01-02 20:00:00,1,0,0,1,12.3,13.635,39,23.9994,5.0,17.0,22,20,1,6,2,2011,evening
2011-01-02 21:00:00,1,0,0,1,10.66,11.365,44,22.0028,11.0,20.0,31,21,1,6,2,2011,night
2011-01-02 22:00:00,1,0,0,1,9.84,10.605,44,19.9995,0.0,9.0,9,22,1,6,2,2011,night
2011-01-02 23:00:00,1,0,0,1,9.02,11.365,47,11.0014,0.0,8.0,8,23,1,6,2,2011,night
2011-01-03 00:00:00,1,0,1,1,9.02,9.85,44,23.9994,0.0,5.0,5,0,1,0,3,2011,morning
2011-01-03 01:00:00,1,0,1,1,8.2,8.335,44,27.9993,0.0,2.0,2,1,1,0,3,2011,morning
2011-01-03 04:00:00,1,0,1,1,6.56,6.82,47,26.0027,0.0,1.0,1,4,1,0,3,2011,morning
2011-01-03 05:00:00,1,0,1,1,6.56,6.82,47,19.0012,0.0,3.0,3,5,1,0,3,2011,morning
2011-01-03 06:00:00,1,0,1,1,5.74,5.305,50,26.0027,0.0,30.0,30,6,1,0,3,2011,morning
2011-01-03 07:00:00,1,0,1,1,5.74,6.82,50,12.998,1.0,63.0,64,7,1,0,3,2011,morning
2011-01-03 08:00:00,1,0,1,1,5.74,6.06,50,19.0012,1.0,153.0,154,8,1,0,3,2011,morning
2011-01-03 09:00:00,1,0,1,1,6.56,6.82,43,26.0027,7.0,81.0,88,9,1,0,3,2011,morning
2011-01-03 10:00:00,1,0,1,1,7.38,8.335,43,16.9979,11.0,33.0,44,10,1,0,3,2011,morning
2011-01-03 11:00:00,1,0,1,1,8.2,9.09,40,22.0028,10.0,41.0,51,11,1,0,3,2011,morning
2011-01-03 12:00:00,1,0,1,1,9.02,10.605,35,19.9995,13.0,48.0,61,12,1,0,3,2011,morning
2011-01-03 13:00:00,1,0,1,1,9.84,10.605,35,19.0012,8.0,53.0,61,13,1,0,3,2011,afternoon
2011-01-03 14:00:00,1,0,1,1,10.66,12.12,30,19.0012,11.0,66.0,77,14,1,0,3,2011,afternoon
2011-01-03 15:00:00,1,0,1,1,10.66,12.12,30,16.9979,14.0,58.0,72,15,1,0,3,2011,afternoon
2011-01-03 16:00:00,1,0,1,1,10.66,12.12,30,16.9979,9.0,67.0,76,16,1,0,3,2011,afternoon
2011-01-03 17:00:00,1,0,1,1,9.84,11.365,30,15.0013,11.0,146.0,157,17,1,0,3,2011,afternoon
2011-01-03 18:00:00,1,0,1,1,9.84,12.88,32,7.0015,9.0,148.0,157,18,1,0,3,2011,evening
2011-01-03 19:00:00,1,0,1,1,8.2,12.88,47,0.0,8.0,102.0,110,19,1,0,3,2011,evening
2011-01-03 20:00:00,1,0,1,1,8.2,11.365,47,7.0015,3.0,49.0,52,20,1,0,3,2011,evening
2011-01-03 21:00:00,1,0,1,1,7.38,9.85,64,8.9981,3.0,49.0,52,21,1,0,3,2011,night
2011-01-03 22:00:00,1,0,1,1,5.74,7.575,69,8.9981,0.0,20.0,20,22,1,0,3,2011,night
2011-01-03 23:00:00,1,0,1,1,7.38,10.605,55,7.0015,1.0,11.0,12,23,1,0,3,2011,night
2011-01-04 00:00:00,1,0,1,1,6.56,9.09,55,7.0015,0.0,5.0,5,0,1,1,4,2011,morning
2011-01-04 01:00:00,1,0,1,1,6.56,9.09,59,7.0015,0.0,2.0,2,1,1,1,4,2011,morning
2011-01-04 02:00:00,1,0,1,1,5.74,7.575,63,8.9981,0.0,1.0,1,2,1,1,4,2011,morning
2011-01-04 04:00:00,1,0,1,1,5.74,9.09,63,6.0032,0.0,2.0,2,4,1,1,4,2011,morning
2011-01-04 05:00:00,1,0,1,1,4.92,7.575,68,7.0015,0.0,4.0,4,5,1,1,4,2011,morning
2011-01-04 06:00:00,1,0,1,1,4.92,7.575,74,7.0015,0.0,36.0,36,6,1,1,4,2011,morning
2011-01-04 07:00:00,1,0,1,1,4.92,7.575,74,8.9981,2.0,92.0,94,7,1,1,4,2011,morning
2011-01-04 08:00:00,1,0,1,1,5.74,7.575,69,11.0014,2.0,177.0,179,8,1,1,4,2011,morning
2011-01-04 09:00:00,1,0,1,1,6.56,7.575,64,15.0013,2.0,98.0,100,9,1,1,4,2011,morning
2011-01-04 10:00:00,1,0,1,2,6.56,6.82,69,22.0028,5.0,37.0,42,10,1,1,4,2011,morning
2011-01-04 11:00:00,1,0,1,1,9.02,10.605,51,19.9995,7.0,50.0,57,11,1,1,4,2011,morning
2011-01-04 12:00:00,1,0,1,1,9.02,11.365,51,11.0014,12.0,66.0,78,12,1,1,4,2011,morning
2011-01-04 13:00:00,1,0,1,1,9.84,11.365,56,12.998,18.0,79.0,97,13,1,1,4,2011,afternoon
2011-01-04 14:00:00,1,0,1,1,10.66,12.88,52,15.0013,9.0,54.0,63,14,1,1,4,2011,afternoon
2011-01-04 15:00:00,1,0,1,1,11.48,13.635,52,16.9979,17.0,48.0,65,15,1,1,4,2011,afternoon
2011-01-04 16:00:00,1,0,1,1,12.3,14.395,49,16.9979,15.0,68.0,83,16,1,1,4,2011,afternoon
2011-01-04 17:00:00,1,0,1,1,11.48,13.635,48,15.0013,10.0,202.0,212,17,1,1,4,2011,afternoon
2011-01-04 18:00:00,1,0,1,1,10.66,12.88,48,12.998,3.0,179.0,182,18,1,1,4,2011,evening
2011-01-04 19:00:00,1,0,1,1,9.84,12.88,48,7.0015,2.0,110.0,112,19,1,1,4,2011,evening
2011-01-04 20:00:00,1,0,1,1,9.84,12.88,48,7.0015,1.0,53.0,54,20,1,1,4,2011,evening
2011-01-04 21:00:00,1,0,1,1,9.02,13.635,64,0.0,0.0,48.0,48,21,1,1,4,2011,night
2011-01-04 22:00:00,1,0,1,1,9.02,12.88,64,6.0032,1.0,34.0,35,22,1,1,4,2011,night
2011-01-04 23:00:00,1,0,1,1,8.2,11.365,69,6.0032,2.0,9.0,11,23,1,1,4,2011,night
2011-01-05 00:00:00,1,0,1,1,8.2,12.88,64,0.0,0.0,6.0,6,0,1,2,5,2011,morning
2011-01-05 01:00:00,1,0,1,1,6.56,9.85,74,6.0032,0.0,6.0,6,1,1,2,5,2011,morning
2011-01-05 02:00:00,1,0,1,1,6.56,9.85,74,6.0032,0.0,2.0,2,2,1,2,5,2011,morning
2011-01-05 04:00:00,1,0,1,1,9.84,11.365,48,15.0013,0.0,2.0,2,4,1,2,5,2011,morning
2011-01-05 05:00:00,1,0,1,1,9.02,11.365,47,11.0014,0.0,3.0,3,5,1,2,5,2011,morning
2011-01-05 06:00:00,1,0,1,1,8.2,9.85,47,15.0013,0.0,33.0,33,6,1,2,5,2011,morning
2011-01-05 07:00:00,1,0,1,1,7.38,9.09,43,12.998,1.0,87.0,88,7,1,2,5,2011,morning
2011-01-05 08:00:00,1,0,1,1,8.2,9.09,40,19.9995,3.0,192.0,195,8,1,2,5,2011,morning
2011-01-05 09:00:00,1,0,1,1,9.02,9.85,37,22.0028,6.0,109.0,115,9,1,2,5,2011,morning
2011-01-05 10:00:00,1,0,1,1,9.02,9.85,37,22.0028,4.0,53.0,57,10,1,2,5,2011,morning
2011-01-05 11:00:00,1,0,1,1,10.66,11.365,33,22.0028,12.0,34.0,46,11,1,2,5,2011,morning
2011-01-05 12:00:00,1,0,1,1,10.66,11.365,33,22.0028,5.0,74.0,79,12,1,2,5,2011,morning
2011-01-05 13:00:00,1,0,1,1,11.48,12.88,30,19.9995,6.0,65.0,71,13,1,2,5,2011,afternoon
2011-01-05 14:00:00,1,0,1,1,12.3,14.395,28,12.998,10.0,52.0,62,14,1,2,5,2011,afternoon
2011-01-05 15:00:00,1,0,1,1,12.3,14.395,28,12.998,7.0,55.0,62,15,1,2,5,2011,afternoon
2011-01-05 16:00:00,1,0,1,1,12.3,15.91,28,6.0032,4.0,85.0,89,16,1,2,5,2011,afternoon
2011-01-05 17:00:00,1,0,1,1,9.84,11.365,38,12.998,4.0,186.0,190,17,1,2,5,2011,afternoon
2011-01-05 18:00:00,1,0,1,1,9.84,12.12,38,8.9981,3.0,166.0,169,18,1,2,5,2011,evening
2011-01-05 19:00:00,1,0,1,1,9.84,12.88,38,7.0015,5.0,127.0,132,19,1,2,5,2011,evening
2011-01-05 20:00:00,1,0,1,1,9.02,11.365,47,11.0014,7.0,82.0,89,20,1,2,5,2011,evening
2011-01-05 21:00:00,1,0,1,1,8.2,9.85,51,12.998,3.0,40.0,43,21,1,2,5,2011,night
2011-01-05 22:00:00,1,0,1,1,7.38,9.85,55,8.9981,1.0,41.0,42,22,1,2,5,2011,night
2011-01-05 23:00:00,1,0,1,1,8.2,12.88,47,0.0,1.0,18.0,19,23,1,2,5,2011,night
2011-01-06 00:00:00,1,0,1,1,7.38,12.12,55,0.0,0.0,11.0,11,0,1,3,6,2011,morning
2011-01-06 01:00:00,1,0,1,1,6.56,11.365,64,0.0,0.0,4.0,4,1,1,3,6,2011,morning
2011-01-06 02:00:00,1,0,1,1,6.56,11.365,64,0.0,0.0,2.0,2,2,1,3,6,2011,morning
2011-01-06 04:00:00,1,0,1,2,6.56,9.85,64,6.0032,0.0,1.0,1,4,1,3,6,2011,morning
2011-01-06 05:00:00,1,0,1,2,5.74,9.09,69,6.0032,0.0,4.0,4,5,1,3,6,2011,morning
2011-01-06 06:00:00,1,0,1,2,5.74,8.335,63,7.0015,0.0,36.0,36,6,1,3,6,2011,morning
2011-01-06 07:00:00,1,0,1,2,6.56,11.365,59,0.0,0.0,95.0,95,7,1,3,6,2011,morning
2011-01-06 08:00:00,1,0,1,1,6.56,11.365,59,0.0,3.0,216.0,219,8,1,3,6,2011,morning
2011-01-06 09:00:00,1,0,1,2,7.38,12.12,51,0.0,6.0,116.0,122,9,1,3,6,2011,morning
2011-01-06 10:00:00,1,0,1,1,8.2,12.88,47,0.0,3.0,42.0,45,10,1,3,6,2011,morning
2011-01-06 11:00:00,1,0,1,1,9.02,12.88,44,6.0032,2.0,57.0,59,11,1,3,6,2011,morning
2011-01-06 12:00:00,1,0,1,1,10.66,14.395,35,0.0,6.0,78.0,84,12,1,3,6,2011,morning
2011-01-06 13:00:00,1,0,1,1,10.66,13.635,35,7.0015,12.0,55.0,67,13,1,3,6,2011,afternoon
2011-01-06 14:00:00,1,0,1,1,11.48,13.635,36,11.0014,11.0,59.0,70,14,1,3,6,2011,afternoon
2011-01-06 15:00:00,1,0,1,1,11.48,13.635,36,0.0,8.0,54.0,62,15,1,3,6,2011,afternoon
2011-01-06 16:00:00,1,0,1,1,10.66,12.88,38,11.0014,12.0,74.0,86,16,1,3,6,2011,afternoon
2011-01-06 17:00:00,1,0,1,1,9.02,11.365,51,11.0014,9.0,163.0,172,17,1,3,6,2011,afternoon
2011-01-06 18:00:00,1,0,1,1,9.02,11.365,51,8.9981,5.0,158.0,163,18,1,3,6,2011,evening
2011-01-06 19:00:00,1,0,1,1,9.02,12.88,55,6.0032,3.0,109.0,112,19,1,3,6,2011,evening
2011-01-06 20:00:00,1,0,1,1,8.2,10.605,51,11.0014,3.0,66.0,69,20,1,3,6,2011,evening
2011-01-06 21:00:00,1,0,1,2,9.02,10.605,55,15.0013,0.0,48.0,48,21,1,3,6,2011,night
2011-01-06 22:00:00,1,0,1,2,9.02,10.605,51,19.0012,1.0,51.0,52,22,1,3,6,2011,night
2011-01-06 23:00:00,1,0,1,2,8.2,9.85,59,12.998,4.0,19.0,23,23,1,3,6,2011,night
2011-01-07 00:00:00,1,0,1,2,8.2,9.85,64,12.998,4.0,13.0,17,0,1,4,7,2011,morning
2011-01-07 01:00:00,1,0,1,2,8.2,9.85,69,15.0013,2.0,5.0,7,1,1,4,7,2011,morning
2011-01-07 02:00:00,1,0,1,2,8.2,9.85,69,15.0013,0.0,1.0,1,2,1,4,7,2011,morning
2011-01-07 04:00:00,1,0,1,2,8.2,10.605,69,8.9981,0.0,1.0,1,4,1,4,7,2011,morning
2011-01-07 05:00:00,1,0,1,3,9.02,13.635,55,0.0,0.0,5.0,5,5,1,4,7,2011,morning
2011-01-07 06:00:00,1,0,1,2,8.2,12.88,69,0.0,8.0,26.0,34,6,1,4,7,2011,morning
2011-01-07 07:00:00,1,0,1,1,8.2,10.605,69,8.9981,8.0,76.0,84,7,1,4,7,2011,morning
2011-01-07 08:00:00,1,0,1,1,8.2,9.85,51,16.9979,20.0,190.0,210,8,1,4,7,2011,morning
2011-01-07 09:00:00,1,0,1,1,8.2,9.09,47,19.9995,9.0,125.0,134,9,1,4,7,2011,morning
2011-01-07 10:00:00,1,0,1,1,9.02,9.85,37,22.0028,16.0,47.0,63,10,1,4,7,2011,morning
2011-01-07 11:00:00,1,0,1,2,8.2,9.85,40,15.0013,19.0,48.0,67,11,1,4,7,2011,morning
2011-01-07 12:00:00,1,0,1,2,8.2,9.85,37,16.9979,9.0,50.0,59,12,1,4,7,2011,morning
2011-01-07 13:00:00,1,0,1,2,8.2,9.09,37,19.0012,9.0,64.0,73,13,1,4,7,2011,afternoon
2011-01-07 14:00:00,1,0,1,2,8.2,9.85,40,16.9979,7.0,43.0,50,14,1,4,7,2011,afternoon
2011-01-07 15:00:00,1,0,1,2,8.2,10.605,37,11.0014,9.0,63.0,72,15,1,4,7,2011,afternoon
2011-01-07 16:00:00,1,0,1,2,8.2,10.605,37,11.0014,5.0,82.0,87,16,1,4,7,2011,afternoon
2011-01-07 17:00:00,1,0,1,2,8.2,12.88,37,0.0,9.0,178.0,187,17,1,4,7,2011,afternoon
2011-01-07 18:00:00,1,0,1,1,8.2,11.365,40,6.0032,7.0,116.0,123,18,1,4,7,2011,evening
2011-01-07 19:00:00,1,0,1,1,6.56,9.85,55,6.0032,3.0,92.0,95,19,1,4,7,2011,evening
2011-01-07 20:00:00,1,0,1,1,7.38,10.605,47,7.0015,1.0,50.0,51,20,1,4,7,2011,evening
2011-01-07 21:00:00,1,0,1,1,7.38,9.85,47,8.9981,0.0,39.0,39,21,1,4,7,2011,night
2011-01-07 22:00:00,1,0,1,2,7.38,9.85,43,11.0014,2.0,34.0,36,22,1,4,7,2011,night
2011-01-07 23:00:00,1,0,1,2,7.38,9.85,51,11.0014,1.0,14.0,15,23,1,4,7,2011,night
2011-01-08 00:00:00,1,0,0,2,7.38,9.85,51,11.0014,1.0,24.0,25,0,1,5,8,2011,morning
2011-01-08 01:00:00,1,0,0,2,7.38,10.605,55,6.0032,1.0,15.0,16,1,1,5,8,2011,morning
2011-01-08 02:00:00,1,0,0,2,7.38,12.12,55,0.0,3.0,13.0,16,2,1,5,8,2011,morning
2011-01-08 03:00:00,1,0,0,3,7.38,9.85,55,11.0014,0.0,7.0,7,3,1,5,8,2011,morning
2011-01-08 04:00:00,1,0,0,3,7.38,9.85,55,11.0014,0.0,1.0,1,4,1,5,8,2011,morning
2011-01-08 05:00:00,1,0,0,2,6.56,8.335,74,11.0014,0.0,5.0,5,5,1,5,8,2011,morning
2011-01-08 06:00:00,1,0,0,2,6.56,8.335,74,11.0014,0.0,2.0,2,6,1,5,8,2011,morning
2011-01-08 07:00:00,1,0,0,2,6.56,9.09,74,7.0015,1.0,8.0,9,7,1,5,8,2011,morning
2011-01-08 08:00:00,1,0,0,3,6.56,9.09,93,7.0015,0.0,15.0,15,8,1,5,8,2011,morning
2011-01-08 09:00:00,1,0,0,3,6.56,9.09,93,7.0015,0.0,20.0,20,9,1,5,8,2011,morning
2011-01-08 10:00:00,1,0,0,2,7.38,9.85,80,11.0014,5.0,56.0,61,10,1,5,8,2011,morning
2011-01-08 11:00:00,1,0,0,2,8.2,9.09,69,26.0027,2.0,60.0,62,11,1,5,8,2011,morning
2011-01-08 12:00:00,1,0,0,2,8.2,9.09,59,23.9994,8.0,90.0,98,12,1,5,8,2011,morning
2011-01-08 13:00:00,1,0,0,1,8.2,9.09,44,22.0028,7.0,95.0,102,13,1,5,8,2011,afternoon
2011-01-08 14:00:00,1,0,0,1,8.2,8.335,32,32.9975,12.0,83.0,95,14,1,5,8,2011,afternoon
2011-01-08 15:00:00,1,0,0,1,8.2,8.335,32,30.0026,5.0,69.0,74,15,1,5,8,2011,afternoon
2011-01-08 16:00:00,1,0,0,1,7.38,6.82,29,30.0026,8.0,68.0,76,16,1,5,8,2011,afternoon
2011-01-08 17:00:00,1,0,0,1,6.56,6.06,37,36.9974,5.0,64.0,69,17,1,5,8,2011,afternoon
2011-01-08 18:00:00,1,0,0,1,5.74,6.06,39,19.9995,3.0,52.0,55,18,1,5,8,2011,evening
2011-01-08 19:00:00,1,0,0,1,5.74,6.06,36,16.9979,4.0,26.0,30,19,1,5,8,2011,evening
2011-01-08 20:00:00,1,0,0,1,4.92,6.06,36,16.9979,0.0,28.0,28,20,1,5,8,2011,evening
2011-01-08 21:00:00,1,0,0,1,4.92,5.305,39,23.9994,2.0,35.0,37,21,1,5,8,2011,night
2011-01-08 22:00:00,1,0,0,1,4.92,5.305,36,26.0027,1.0,33.0,34,22,1,5,8,2011,night
2011-01-08 23:00:00,1,0,0,1,4.1,3.03,39,30.0026,0.0,22.0,22,23,1,5,8,2011,night
2011-01-09 00:00:00,1,0,0,1,4.1,3.79,42,26.0027,1.0,24.0,25,0,1,6,9,2011,morning
2011-01-09 01:00:00,1,0,0,1,4.1,3.03,42,31.0009,0.0,12.0,12,1,1,6,9,2011,morning
2011-01-09 02:00:00,1,0,0,1,4.1,3.03,46,31.0009,0.0,11.0,11,2,1,6,9,2011,morning
2011-01-09 03:00:00,1,0,0,1,4.1,3.79,46,27.9993,0.0,4.0,4,3,1,6,9,2011,morning
2011-01-09 04:00:00,1,0,0,1,3.28,4.545,53,12.998,0.0,1.0,1,4,1,6,9,2011,morning
2011-01-09 05:00:00,1,0,0,1,3.28,4.545,53,12.998,0.0,1.0,1,5,1,6,9,2011,morning
2011-01-09 06:00:00,1,0,0,1,4.1,4.545,49,19.0012,0.0,1.0,1,6,1,6,9,2011,morning
2011-01-09 07:00:00,1,0,0,1,3.28,4.545,53,12.998,1.0,5.0,6,7,1,6,9,2011,morning
2011-01-09 08:00:00,1,0,0,1,4.1,4.545,49,19.0012,0.0,10.0,10,8,1,6,9,2011,morning
2011-01-09 09:00:00,1,0,0,1,4.92,3.79,46,35.0008,0.0,19.0,19,9,1,6,9,2011,morning
2011-01-09 10:00:00,1,0,0,1,5.74,5.305,43,26.0027,0.0,49.0,49,10,1,6,9,2011,morning
2011-01-09 11:00:00,1,0,0,1,6.56,6.06,40,35.0008,2.0,47.0,49,11,1,6,9,2011,morning
2011-01-09 12:00:00,1,0,0,1,7.38,6.82,37,30.0026,4.0,79.0,83,12,1,6,9,2011,morning
2011-01-09 13:00:00,1,0,0,1,8.2,8.335,34,30.0026,6.0,69.0,75,13,1,6,9,2011,afternoon
2011-01-09 14:00:00,1,0,0,1,9.02,9.09,32,31.0009,8.0,64.0,72,14,1,6,9,2011,afternoon
2011-01-09 15:00:00,1,0,0,1,9.02,9.85,35,23.9994,5.0,77.0,82,15,1,6,9,2011,afternoon
2011-01-09 16:00:00,1,0,0,1,8.2,8.335,34,30.0026,13.0,79.0,92,16,1,6,9,2011,afternoon
2011-01-09 17:00:00,1,0,0,1,7.38,7.575,37,26.0027,3.0,59.0,62,17,1,6,9,2011,afternoon
2011-01-09 18:00:00,1,0,0,1,6.56,6.82,40,22.0028,4.0,44.0,48,18,1,6,9,2011,evening
2011-01-09 19:00:00,1,0,0,1,6.56,6.82,43,22.0028,1.0,40.0,41,19,1,6,9,2011,evening
2011-01-09 20:00:00,1,0,0,1,5.74,6.06,46,16.9979,0.0,38.0,38,20,1,6,9,2011,evening
2011-01-09 21:00:00,1,0,0,1,5.74,5.305,46,27.9993,1.0,19.0,20,21,1,6,9,2011,night
2011-01-09 22:00:00,1,0,0,1,5.74,6.06,46,19.9995,5.0,10.0,15,22,1,6,9,2011,night
2011-01-09 23:00:00,1,0,0,1,4.92,6.82,50,12.998,0.0,6.0,6,23,1,6,9,2011,night
2011-01-10 00:00:00,1,0,1,1,4.92,6.06,50,19.0012,2.0,3.0,5,0,1,0,10,2011,morning
2011-01-10 01:00:00,1,0,1,1,4.92,6.06,50,19.0012,1.0,0.0,1,1,1,0,10,2011,morning
2011-01-10 02:00:00,1,0,1,1,4.92,6.06,50,15.0013,0.0,3.0,3,2,1,0,10,2011,morning
2011-01-10 03:00:00,1,0,1,1,4.92,6.06,50,15.0013,0.0,1.0,1,3,1,0,10,2011,morning
2011-01-10 04:00:00,1,0,1,1,4.1,6.06,54,8.9981,1.0,2.0,3,4,1,0,10,2011,morning
2011-01-10 05:00:00,1,0,1,1,4.1,5.305,54,16.9979,0.0,3.0,3,5,1,0,10,2011,morning
2011-01-10 06:00:00,1,0,1,1,4.92,6.06,50,19.0012,0.0,31.0,31,6,1,0,10,2011,morning
2011-01-10 07:00:00,1,0,1,1,4.92,6.06,50,15.0013,2.0,75.0,77,7,1,0,10,2011,morning
2011-01-10 08:00:00,1,0,1,2,4.92,6.06,50,19.0012,4.0,184.0,188,8,1,0,10,2011,morning
2011-01-10 09:00:00,1,0,1,2,5.74,6.06,50,16.9979,2.0,92.0,94,9,1,0,10,2011,morning
2011-01-10 10:00:00,1,0,1,2,5.74,6.06,50,19.9995,0.0,31.0,31,10,1,0,10,2011,morning
2011-01-10 11:00:00,1,0,1,2,6.56,6.82,47,19.0012,2.0,28.0,30,11,1,0,10,2011,morning
2011-01-10 12:00:00,1,0,1,2,8.2,9.09,40,19.0012,5.0,47.0,52,12,1,0,10,2011,morning
2011-01-10 13:00:00,1,0,1,2,8.2,9.09,40,19.0012,4.0,50.0,54,13,1,0,10,2011,afternoon
2011-01-10 14:00:00,1,0,1,2,8.2,9.85,40,15.0013,0.0,47.0,47,14,1,0,10,2011,afternoon
2011-01-10 15:00:00,1,0,1,2,8.2,9.85,40,15.0013,2.0,43.0,45,15,1,0,10,2011,afternoon
2011-01-10 16:00:00,1,0,1,1,8.2,10.605,40,8.9981,4.0,70.0,74,16,1,0,10,2011,afternoon
2011-01-10 17:00:00,1,0,1,1,8.2,11.365,40,7.0015,4.0,174.0,178,17,1,0,10,2011,afternoon
2011-01-10 18:00:00,1,0,1,1,8.2,9.85,40,15.0013,1.0,154.0,155,18,1,0,10,2011,evening
2011-01-10 19:00:00,1,0,1,1,6.56,8.335,47,11.0014,3.0,92.0,95,19,1,0,10,2011,evening
2011-01-10 20:00:00,1,0,1,1,6.56,8.335,50,11.0014,1.0,73.0,74,20,1,0,10,2011,evening
